age,workclass,fnlwgt,occupation,relationship,education,education_num,marital_status,race,sex,capital_gain,capital_loss,hours_per_week,country,salary
27, Private,193898, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
26, Local-gov,150226, Prof-specialty, Own-child, Bachelors,13, Never-married, White, Female,0,0,35, United-States, <=50K
25, Private,28520, Other-service, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
36, Private,232874, Tech-support, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
42, Private,156580, Sales, Wife, Bachelors,13, Married-civ-spouse, White, Female,0,0,40, Puerto-Rico, <=50K
22, Private,228752, Handlers-cleaners, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
61, ?,161279, ?, Not-in-family, HS-grad,9, Widowed, White, Female,0,0,36, United-States, <=50K
51, Private,115851, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
27, Private,423250, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,60, United-States, <=50K
43, State-gov,198965, Prof-specialty, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
53, Local-gov,192982, Adm-clerical, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,38, United-States, >50K
41, Self-emp-not-inc,344329, Other-service, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,10, United-States, <=50K
38, Private,219546, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
57, Self-emp-inc,165881, Prof-specialty, Husband, Prof-school,15, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
31, Private,178370, Other-service, Unmarried, HS-grad,9, Divorced, White, Female,0,0,99, United-States, >50K
41, Private,221947, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,56, United-States, >50K
38, Local-gov,256864, Exec-managerial, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
24, Private,346909, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,44, Mexico, <=50K
60, ?,199947, ?, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,32, United-States, <=50K
24, Private,304602, Handlers-cleaners, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
28, Private,70034, Adm-clerical, Own-child, 7th-8th,4, Never-married, White, Male,0,0,40, Portugal, <=50K
36, Private,292570, Machine-op-inspct, Unmarried, 11th,7, Never-married, White, Female,0,0,40, United-States, <=50K
59, Private,69884, Prof-specialty, Unmarried, Prof-school,15, Married-spouse-absent, White, Male,0,0,50, United-States, <=50K
23, Private,242375, Other-service, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,30, United-States, <=50K
32, Local-gov,186993, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
51, Private,123703, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, White, Male,4386,0,40, United-States, >50K
39, Private,179668, Tech-support, Husband, Bachelors,13, Married-civ-spouse, White, Male,15024,0,40, United-States, >50K
23, State-gov,335453, Tech-support, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,20, United-States, <=50K
30, Private,129227, Adm-clerical, Not-in-family, HS-grad,9, Widowed, White, Female,0,0,40, United-States, <=50K
21, ?,107801, ?, Own-child, Some-college,10, Never-married, White, Female,0,0,3, United-States, <=50K
50, Private,177705, Other-service, Not-in-family, Bachelors,13, Divorced, White, Male,0,0,40, United-States, <=50K
43, Private,262038, Farming-fishing, Unmarried, 5th-6th,3, Married-spouse-absent, White, Male,0,0,35, Mexico, <=50K
22, Federal-gov,209131, Other-service, Own-child, Assoc-acdm,12, Never-married, White, Male,0,0,20, United-States, <=50K
23, Private,33105, Handlers-cleaners, Own-child, Some-college,10, Never-married, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private,102085, Machine-op-inspct, Unmarried, HS-grad,9, Never-married, White, Female,0,0,40, United-States, <=50K
28, Private,109162, Prof-specialty, Not-in-family, Masters,14, Never-married, White, Female,0,0,50, United-States, <=50K
51, Private,84399, Machine-op-inspct, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,40, United-States, <=50K
27, Private,107458, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
53, Private,121618, Transport-moving, Not-in-family, 7th-8th,4, Never-married, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private,112031, Craft-repair, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,50, United-States, <=50K
25, Private,324609, Adm-clerical, Not-in-family, HS-grad,9, Never-married, Black, Male,0,0,40, United-States, <=50K
60, Private,175273, Machine-op-inspct, Unmarried, HS-grad,9, Widowed, White, Female,0,0,40, United-States, <=50K
19, ?,309284, ?, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
19, Private,208366, Handlers-cleaners, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
70, ?,158642, ?, Not-in-family, HS-grad,9, Widowed, White, Female,2993,0,20, United-States, <=50K
48, Private,348144, Transport-moving, Not-in-family, Some-college,10, Divorced, White, Male,3325,0,53, United-States, <=50K
35, Private,228190, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, Black, Male,0,0,40, United-States, <=50K
51, Private,204322, Handlers-cleaners, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
44, Private,203761, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,45, United-States, >50K
32, ?,199046, ?, Unmarried, Assoc-voc,11, Never-married, White, Female,0,0,2, United-States, <=50K
20, Private,205839, Other-service, Own-child, Some-college,10, Never-married, White, Male,0,0,16, United-States, <=50K
30, Private,312667, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
67, ?,125926, ?, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,8, United-States, <=50K
57, Private,195876, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
49, Private,62793, Sales, Own-child, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
23, Private,412248, Other-service, Not-in-family, Assoc-acdm,12, Never-married, White, Female,0,0,25, United-States, <=50K
35, Self-emp-not-inc,112497, Craft-repair, Other-relative, HS-grad,9, Married-civ-spouse, White, Male,0,0,35, Ireland, <=50K
51, Self-emp-inc,192973, Protective-serv, Husband, Bachelors,13, Married-civ-spouse, Black, Male,0,0,40, United-States, >50K
49, Private,105449, Priv-house-serv, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,25, United-States, <=50K
35, Self-emp-not-inc,264627, Exec-managerial, Unmarried, 11th,7, Divorced, White, Female,0,0,84, United-States, <=50K
20, Private,347530, Other-service, Unmarried, HS-grad,9, Never-married, Black, Female,0,0,25, United-States, <=50K
28, Self-emp-inc,210295, Craft-repair, Husband, 11th,7, Married-civ-spouse, White, Male,0,0,50, United-States, >50K
39, Private,181553, Exec-managerial, Not-in-family, Bachelors,13, Divorced, White, Male,0,0,55, United-States, <=50K
47, Self-emp-inc,332355, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,15024,0,50, United-States, >50K
31, Private,193285, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,40, United-States, <=50K
52, Private,139347, Transport-moving, Wife, HS-grad,9, Married-civ-spouse, White, Female,0,0,40, United-States, <=50K
51, Private,160703, Craft-repair, Husband, 12th,8, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
26, Private,280093, Handlers-cleaners, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
39, Private,230329, Sales, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, Canada, >50K
63, Self-emp-inc,96930, Sales, Husband, Assoc-acdm,12, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
23, Private,444554, Handlers-cleaners, Own-child, HS-grad,9, Never-married, White, Male,0,0,50, United-States, <=50K
25, Private,336440, Other-service, Not-in-family, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
41, Private,224799, Craft-repair, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
41, Local-gov,248406, Transport-moving, Own-child, HS-grad,9, Separated, White, Male,0,0,40, United-States, <=50K
46, Private,191357, Tech-support, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
37, Private,117567, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,60, United-States, >50K
48, Private,80651, Machine-op-inspct, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,55, United-States, <=50K
36, Private,80743, Other-service, Wife, HS-grad,9, Married-civ-spouse, Asian-Pac-Islander, Female,0,0,40, South, <=50K
64, ?,34100, ?, Not-in-family, Some-college,10, Widowed, White, Male,0,0,4, United-States, <=50K
19, Private,236570, Adm-clerical, Own-child, HS-grad,9, Never-married, White, Female,0,0,16, United-States, <=50K
27, Private,176514, Adm-clerical, Not-in-family, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
23, Private,130905, Sales, Own-child, Bachelors,13, Never-married, White, Female,0,0,40, United-States, <=50K
24, Private,200089, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,60, Mexico, >50K
19, Private,607799, Machine-op-inspct, Not-in-family, HS-grad,9, Never-married, White, Female,0,0,60, United-States, <=50K
24, Local-gov,212210, Adm-clerical, Own-child, Assoc-acdm,12, Never-married, White, Female,0,0,20, ?, <=50K
90, Private,115306, Exec-managerial, Own-child, Masters,14, Never-married, White, Female,0,0,40, United-States, <=50K
35, Private,194690, Tech-support, Unmarried, 7th-8th,4, Divorced, White, Female,0,0,40, United-States, <=50K
41, Private,34278, Other-service, Not-in-family, Assoc-voc,11, Separated, White, Male,0,0,40, United-States, <=50K
36, Private,274809, Adm-clerical, Unmarried, HS-grad,9, Divorced, White, Female,0,0,50, United-States, <=50K
25, Private,148460, Adm-clerical, Own-child, HS-grad,9, Never-married, Black, Female,4416,0,40, Puerto-Rico, <=50K
28, Self-emp-inc,191129, Exec-managerial, Not-in-family, HS-grad,9, Never-married, White, Male,0,0,65, United-States, >50K
23, Private,120068, Handlers-cleaners, Husband, Assoc-voc,11, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
33, Local-gov,194901, Prof-specialty, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
36, Private,237943, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,15024,0,50, United-States, >50K
40, Local-gov,157240, Prof-specialty, Unmarried, Bachelors,13, Divorced, White, Female,0,0,70, United-States, <=50K
37, Private,75024, Sales, Unmarried, HS-grad,9, Divorced, White, Female,0,0,25, Canada, <=50K
49, Private,206947, Adm-clerical, Not-in-family, HS-grad,9, Divorced, White, Female,0,0,40, United-States, <=50K
20, Private,312017, Protective-serv, Own-child, Some-college,10, Never-married, White, Male,0,0,40, Germany, <=50K
30, Private,312667, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
52, Local-gov,246197, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
41, Private,124639, Craft-repair, Not-in-family, Some-college,10, Separated, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-inc,397280, Exec-managerial, Husband, Bachelors,13, Married-civ-spouse, White, Male,0,0,72, ?, <=50K
36, ?,94954, ?, Not-in-family, Assoc-voc,11, Widowed, White, Female,0,0,20, United-States, <=50K
24, Self-emp-not-inc,143062, Other-service, Own-child, HS-grad,9, Never-married, White, Male,0,0,30, United-States, <=50K
71, Self-emp-not-inc,130731, Adm-clerical, Not-in-family, HS-grad,9, Widowed, White, Female,0,0,35, United-States, <=50K
19, Private,304643, Sales, Own-child, Some-college,10, Never-married, White, Male,0,0,20, United-States, <=50K
25, Private,98155, Transport-moving, Unmarried, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
49, Private,140121, Exec-managerial, Unmarried, HS-grad,9, Divorced, White, Male,0,0,50, United-States, <=50K
56, Private,31782, Sales, Husband, 10th,6, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
58, Private,114495, Exec-managerial, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
21, Private,308237, Handlers-cleaners, Husband, 5th-6th,3, Married-civ-spouse, White, Male,0,0,40, Mexico, <=50K
50, Private,140741, Machine-op-inspct, Other-relative, 11th,7, Never-married, White, Female,0,0,40, United-States, <=50K
56, Private,133025, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,50, United-States, <=50K
27, Private,37754, Farming-fishing, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,80, United-States, <=50K
22, Private,147227, Other-service, Not-in-family, Bachelors,13, Never-married, White, Male,0,0,30, United-States, <=50K
20, Private,161092, Handlers-cleaners, Own-child, Some-college,10, Never-married, White, Male,0,0,40, United-States, <=50K
19, Private,101549, Other-service, Own-child, Some-college,10, Never-married, White, Male,0,0,15, United-States, <=50K
35, State-gov,349066, Machine-op-inspct, Own-child, HS-grad,9, Divorced, White, Male,0,0,40, United-States, <=50K
21, Private,296158, Other-service, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
28, Private,163772, Other-service, Husband, HS-grad,9, Married-civ-spouse, Other, Male,0,0,40, United-States, <=50K
23, Private,274424, Other-service, Unmarried, 11th,7, Separated, White, Female,0,0,40, United-States, <=50K
23, Private,435835, Sales, Not-in-family, HS-grad,9, Never-married, White, Male,0,1669,55, United-States, <=50K
22, Private,151888, Other-service, Own-child, HS-grad,9, Never-married, White, Male,0,0,40, United-States, <=50K
46, State-gov,107231, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, White, Male,0,1740,40, United-States, <=50K
47, Private,323798, Prof-specialty, Husband, Prof-school,15, Married-civ-spouse, White, Male,15024,0,55, United-States, >50K
33, Private,198211, Tech-support, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,241306, Craft-repair, Not-in-family, HS-grad,9, Divorced, White, Male,0,0,40, United-States, <=50K
27, Private,160786, Craft-repair, Husband, 11th,7, Married-civ-spouse, White, Male,0,1902,40, United-States, >50K
66, Self-emp-not-inc,212456, Craft-repair, Not-in-family, HS-grad,9, Widowed, White, Male,0,0,20, United-States, <=50K
47, Self-emp-not-inc,126500, Sales, Husband, 7th-8th,4, Married-civ-spouse, White, Male,0,0,40, Puerto-Rico, <=50K
41, Private,288568, Craft-repair, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
38, Private,91039, Exec-managerial, Husband, Masters,14, Married-civ-spouse, White, Male,0,0,65, United-States, >50K
64, Federal-gov,271550, Transport-moving, Husband, Some-college,10, Married-civ-spouse, White, Male,0,0,40, United-States, >50K
46, Private,147640, Transport-moving, Husband, 5th-6th,3, Married-civ-spouse, Amer-Indian-Eskimo, Male,0,1902,40, United-States, <=50K
31, Private,363130, Exec-managerial, Husband, Some-college,10, Married-civ-spouse, Black, Male,0,0,40, United-States, >50K
32, Local-gov,87310, Other-service, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,41, United-States, <=50K
17, Private,202521, Other-service, Own-child, 10th,6, Never-married, White, Male,0,0,15, United-States, <=50K
34, Private,112564, Transport-moving, Husband, HS-grad,9, Married-civ-spouse, White, Male,0,0,45, United-States, <=50K
23, Local-gov,442359, Prof-specialty, Not-in-family, Bachelors,13, Never-married, White, Female,0,1092,40, United-States, <=50K
26, Private,210812, Craft-repair, Not-in-family, Some-college,10, Divorced, White, Male,0,0,43, United-States, <=50K
53, Private,182855, Adm-clerical, Unmarried, 10th,6, Divorced, White, Female,0,0,48, United-States, <=50K
